Frame	Time	Scene info	Scene info:narrative details - external	Scene info:narrative details - internal	Scene info:characters on screen	Scene info:Music Presence	speech	speech:transcription	speech:character speaking	setting	setting:indoor/outdoor	setting:setting	Scene name	Scene name:scene name	
22335	893.4000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22336	893.44	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22337	893.48	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22338	893.5200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22339	893.5600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22340	893.6	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22341	893.6400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22342	893.6800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22343	893.72	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22344	893.7600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22345	893.8000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22346	893.84	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22347	893.8800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22348	893.9200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22349	893.96	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22350	894.0	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22351	894.0400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22352	894.08	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22353	894.12	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22354	894.1600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22355	894.2	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22356	894.24	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22357	894.2800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22358	894.32	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22359	894.36	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22360	894.4000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22361	894.44	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22362	894.48	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22363	894.5200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22364	894.5600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22365	894.6	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22366	894.6400000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22367	894.6800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22368	894.72	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22369	894.7600000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22370	894.8000000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22371	894.84	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22372	894.8800000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22373	894.9200000000001	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22374	894.96	1	Earn argues he is not just some random person with a mixtape, he is Dave's friend. Dave rejects it.	0	Earn, Dave	0	1	"I'm not every dude." "Uh, you kind of are."	Earn, Dave	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22375	895.0	1	Earn says he does not have five hundred dollars to pay Dave because of his situation with work, rent, and parents. He compares his situation to a drug commercial, except not funny.	0	Earn, Dave	0	1	"Look, I don't have five hundred dollars. I make five fifteen plus commission. I've gotta pay rent tonight, and my parents won't let me in the house. It's like those drug commercials, except not funny."	Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22376	895.0400000000001	1	Earn says he does not have five hundred dollars to pay Dave because of his situation with work, rent, and parents. He compares his situation to a drug commercial, except not funny.	0	Earn, Dave	0	1	"Look, I don't have five hundred dollars. I make five fifteen plus commission. I've gotta pay rent tonight, and my parents won't let me in the house. It's like those drug commercials, except not funny."	Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22377	895.08	1	Earn says he does not have five hundred dollars to pay Dave because of his situation with work, rent, and parents. He compares his situation to a drug commercial, except not funny.	0	Earn, Dave	0	1	"Look, I don't have five hundred dollars. I make five fifteen plus commission. I've gotta pay rent tonight, and my parents won't let me in the house. It's like those drug commercials, except not funny."	Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
22378	895.12	1	Earn says he does not have five hundred dollars to pay Dave because of his situation with work, rent, and parents. He compares his situation to a drug commercial, except not funny.	0	Earn, Dave	0	1	"Look, I don't have five hundred dollars. I make five fifteen plus commission. I've gotta pay rent tonight, and my parents won't let me in the house. It's like those drug commercials, except not funny."	Earn	1	2	radio station parking lot	1	Meeting Dave in the Radio Station Parking Lot	
